Designação,Nome,Logradouro,Bairro,Número,Complemento,CEP,IDEB 1º Segmento,IDEB 2º Segmento,Latitude,Longitude,Ginásio Carioca,Acessibilidade,Séries Atendidas,Turnos Atendidos,Ginásio Olímpico,Diretor,Telefone,INEP,Coordenador Pedagógico
0328604,COMUNIDADE DO JACAREZINHO,Rua do Comércio  - Praça do Azul,Jacarezinho,s/n,,20970-790,,,"-22.8881069076572","-43.2629884729903",N,N,Creche,Integral,N,ADRIANA FERNANDES GAMA BASILIO,2228-1831,33147353,
0328801,PADRE NELSON CARLOS DEL MÔNACO,Avenida Dom Hélder Câmara,Jacarezinho,1811,,20973-011,,,"-22.8832814069814","-43.2536897586906",N,S,Creche/PIC,Integral,N,HELOISA SERMUD BRAZ,2218-5481,33160899,
0329001,PROFESSOR MOURAO FILHO,Rua  Maquinista Aristóteles  Ferreira,Bonsucesso,S/N°,,21061-200,5.6,,"-22.8643854248099","-43.2696665809713",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,,N,THEREZINHA DE JESUS ESTEVES DE ALMEIDA DO NASCIMENTO,8459-7373/3886-0025,33069425,GEISA FERREIRA DA SILVA
0329801,DONA LINDU,Estrada do Itararé,Ramos,650,Comp. do Alemão,,,,"-22.8604106499334","-43.2674389328809",N,S,Creche/PIC,Integral,N,SHEILA MARIA CARVALHO,3885-7166,33523266,
0330601,JOSÉ DE VIEIRA DA SILVA,Estrada do Itararé,Complexo do Alemão - Ramos,480,Rua Nova 79,21061-240,,,"-22.8612716741347","-43.2705739106961",N,N,Creche/PIC,Integral,N,CATIA PEREIRA,3885-4412/8459-7474,33095094,
0330602,NOVA BRASÍLIA,Rua Jehovan Costa-    Complexo do Alemão,Bonsucesso,S/Nº,,21061-150,,,"-22.8651771528353","-43.2699193486701",N,N,Creche/PIC,Integral,N,SOLANGE MAGGI PEIXOTO,2573-0281,33095060,
0399901,JARDIM GUADALAJARA I,,,,,,,,"","",,,,,N,,,,
0410001,EMA NEGRAO DE LIMA,Estr. De Manguinhos 4,Manguinhos,,,21050-000,5,,"-22.8796676538209","-43.2526258156424",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,MARIA DE LURDES PEREIRA DOS SANTOS,2562-3948/2241-1189,33069247,SORAIA XAVIER MACEDO LOURO
0410002,ALBINO SOUZA CRUZ,Av. Dos Democráticos 4,Manguinhos,,,21050-060,4.4,,"-22.8805005497252","-43.2528727707629",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,VERONICA MARTINS RABELO,2228-5392/2218-8038,33069093,JAQUELINE ALVES DE CARVALHO LUZ
0410003,RUY BARBOSA,Rua Aguiar Moreira 652,Bonsucesso,,,21041-150,4.9,3.7,"-22.8677026024529","-43.2527376405321",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Aceleração 2A/Aceleração 3/Realfabetização 1,,N,IVONE LUISA FRANCISCO FERREIRA,2562-3949/2562-3950,33069433,VIVIANE MOREIRA THOMAZ
0410004,PEDRO LESSA,Rua Adail 49,Bonsucesso,,,21040-000,5.8,4.6,"-22.8599847742472","-43.2539064611056",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Pré-Escola,,N,MARCIA CARVALHO DE SA,2562-3953/2562-3951,33069379,MARIANGELA ENNE MEDINA
0410005,JOAO BARBALHO,Rua Dr. Miguel Vieira Ferreira 392,Ramos,,,21060-090,,3.7,"-22.8559619656603","-43.2613871839226",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,,N,JANETE HADDAD LOPES,2562-3955/2562-3956,33069271,ANA CRISTINA CALHEIROS DE SOUZA CABRAL
0410006,PROFESSOR CARNEIRO RIBEIRO,Rua Professor Lacê 157,Ramos,,,21060-120,5.3,,"-22.8551419713013","-43.2613944498587",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Realfabetização 1,,N,,2562-3957/2562-3958,33069409,LICIA CARMEN REIS CRUZ DE CAMPOS
0410007,PADRE MANUEL DA NOBREGA,Rua Professor Lacê 437  Fundos,Ramos,,,21060-120,4.3,4.4,"-22.8566512074197","-43.2637915436199",N,N,4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,MARIA CRISTINA SOBRINO DE SOUZA ASSUMPCAO,2562-3933/2562-3935,33069360,ISA GOMES MADUREIRA CAMPI
0410008,WALT DISNEY,Rua Professor Lacê 437,Ramos,,,21060-120,4.9,,"-22.8563692523755","-43.2639387390259",N,N,1º Ano/2º Ano/3º Ano/4º Ano - NCM/Classe Especial/Pré-Escola,,N,ELBA FALCAO DA SILVA,2562-3938/2562-3939,33069468,MARIA APARECIDA MATTOS GONCALVES MARINS
0410009,DILERMANDO CRUZ,Av. Teixeira De Castro 407,Bonsucesso,,,21040-010,5.7,4.9,"-22.8533829472841","-43.2520772121749",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Pré-Escola/Realfabetização 2,,N,ALESSANDRA DA CUNHA AGUIAR FONSECA,2562-3943/3885-2909,33069220,
0410010,NERVAL DE GOUVEIA,Estr. Engenho Da Pedra 528,Ramos,,,21031-030,6,4.4,"-22.8446407343442","-43.2534092710526",N,N,2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,,N,REGINA MARIA DA EIRA PINHO,3885-2057/3885-2340,33069328,MARIA ALICE ALVES
0410011,EDMUNDO LINS,Av. N. S. Das Graças 699  Fundos,Ramos,,,21031-610,6.2,,"-22.8492619049787","-43.2561919606159",N,S,1º Ano/2º Ano/3º Ano/4º Ano,,N,ANA CRISTINA LOURENCO PORTO,3885-2342/3885-2343,33069239,JULIANA LOTUFO SOARES
0410012,CLOTILDE GUIMARAES,Av. Postal 49,Ramos,,,21040-000,4.6,3.3,"-22.8524811622226","-43.2477682629734",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,,N,ELISABETH ROSA GRENHO,2573-6566/3867-3179,33069182,ANA PAULA DA COSTA ORNELLAS
0410013,CARLOS CHAGAS,Rua Engenheiro Romero Zander 420,Bonsucesso,,,21040-080,4.5,3.7,"-22.8567706130824","-43.2549578392015",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial/Pré-Escola,,N,MARALILA SAMPAIO DOS SANTOS,3885-2344/3885-2346,33069166,CARLOS LOPES MARQUES
0410015,CLOVIS BEVILAQUA,Rua Antonio Rego,Olaria,383,,21073-310,6.2,,"-22.8489609390444","-43.2651023124783",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,,N,LEILA BELLATO DA SILVA,3885-2350/3885-2351/3885-2351/3885-2350,33069190,SHEILA FERNANDES PEREIRA
0410016,CHILE,Pça. Belmonte 15,Olaria,15,,21073-010,,4,"-22.8480948278133","-43.2682159063701",N,S,7º Ano/8º Ano/9º Ano,,N,ELIANE CRISTINA LOTERIO,3885-2352/3885-2181,33069174,
0410017,LAIS NETTO DOS REIS,Pça. Belmonte 7,Olaria,,,21073-010,6.2,,"-22.847814853475","-43.26758927201",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,MARIA APARECIDA DANTAS RODRIGUES,3885-2866/3885-2889,33069298,ELLEN LIRA BRASIL
0410018,BERLIM,Pça. Ramos Figueira 20,Olaria,,,21030-440,6.4,5.9,"-22.8473053079714","-43.261070777952",N,N,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,VANESSA FRANCA DA SILVA,3868-9821/2573-6275,33069140,DEISI LUCIA GUEDES PINTO
0410019,CORONEL ASSUNCAO,Rua Paranapanema 1.001,Olaria,,,21073-185,6.4,,"-22.8489025234237","-43.2722532059412",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,INGRID ALVES AZEVEDO SENHOR,3885-2946/3885-2328,33069204,
0410020,JORACY CAMARGO,Estr. José Rucas 1.465,Olaria,,,21070-370,4.9,,"-22.8478354876987","-43.2801985605089",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,TELMA DA SILVA TEIXEIRA,8909-3094,33069280,MARTA ROCHA TOSTES
0410021,BRASIL,Rua André Azevedo S/Nº,Olaria,,,21021-480,6.3,4.9,"-22.8427683769495","-43.2603741341841",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,GISELIA GRACIO LOPES,3885-3830/3885-3660,33069158,
0410022,ODILON DE ANDRADE,Rua Itapé,Olaria,S/Nº,,21071-440,4.3,3.3,"-22.8520702739491","-43.2772188638761",N,S,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial/Realfabetização 2,,N,IRACEMA MACABU MARQUES,3885-3338/3885-3341,33069336,JAQUELINE BORGES DA SILVA SEGADILHA
0410023,LUIZ CESAR SAYAO GARCEZ,Rua Paranapanema 1.055,Olaria,1055,,21073-180,4.3,4,"-22.8480453980552","-43.2732458280818",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Aceleração 1/Classe Especial/PROJOVEM/Pré-Escola/Realfabetização 1,,N,CRISTIANE DUTRA LANOR DA SILVA,3885-3370/3885-3874,33069301,ALZENATE ANCELME DIAS
0410024,MIGUEL COUTO,Rua Carlina S/Nº,Olaria,,,21021-360,6.1,,"-22.8394149706559","-43.2656681235626",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Creche/Pré-Escola,,N,MARCIA DE FATIMA RODRIGUES DE ALMEIDA,3885-3079/3885-3901,33070679,MARIA RACHEL PEREIRA BESSA
0410025,ANIBAL FREIRE,Rua Prof. Plínio Bastos 631,Olaria,,,21021-350,,5.1,"-22.8415703841872","-43.267830194852",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,,N,ROSE ANNE LACERDA FRANCA,3885-3578/3885-4561,33069115,FERNANDA DA ROCHA MOURAO
0410026,PROFESSORA MARIA DE CERQUEIRA E SILVA,Rua Leopoldo Bulhões 800,Manguinhos,,,20911-300,4.8,,"-22.8823732702182","-43.2487560059705",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,,N,TANIA CONCEICAO DA SILVEIRA BORGES,3878-1481/3878-1487,33069395,SOLANGE SANTANNA LACORTE
0410202,YURI GAGARIN,Av. Dos Campeões S/Nº,Bonsucesso,,,21040-010,5.7,,"-22.8549002571968","-43.2543025294523",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,VALERIA CARNEIRO FERNANDES,3868-0532/3977-8196,33068755,HELENA MARIA SERODIO DE CASTRO ROSSI
0410501,PRESIDENTE JUSCELINO KUBITSCHEK,Av. Leopoldo Bulhões S/Nº,Manguinhos,,,21041-210,3.7,,"-22.8803402207979","-43.2494929074368",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Classe Especial/Pré-Escola/Realfabetização 1,,N,VALERIA MARIA CARLOS SEMIDEI,3885-5579/3885-5580,33068798,JANAINA VIVEIROS DA SILVA NAZIAZENO
0410502,MAESTRO FRANCISCO MIGNONE,Rua Itapé S/Nº,Olaria,,,21071-440,4.5,,"-22.8525385965123","-43.2773365828539",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Creche/Pré-Escola,,N,ADRIANA CASTRO SILVA KOENIGKAM,3885-5590/3885-5719,33068763,FATIMA AURENCAO PEREIRA DA SILVA
0410601,MANGUINHOS,Rua Leopoldo Bulhões  - Parque Carlos Chagas,Manguinhos,952,,21041-210,,,"-22.8799495435583","-43.2497572022665",N,N,Creche,,N,LUCIANA CERQUEIRA DOS SANTOS,3885-9327,33136947,
0410602,DR. JUVENIL DE SOUZA LOPES,Rua Projetada 1 - Esquina Av. Dos Campeões,Bonsucesso,84,,21010-190,,,"-22.8550689211109","-43.2533017468777",N,N,Creche,Integral,N,IGARA MARIA OLIVEIRA DOS SANTOS,3977-5748,33096511,
0410603,CHICO BENTO,Rua Leopoldo Bulhões - Conj Habitacional Nelson Mandela,Benfica,800,Q.13 A,20911-300,,,"-22.8822743981492","-43.2487529881181",N,N,Creche,Integral,N,MARIA LUCIA GABINA DIAS,3886-8952,33096538,
0410801,DOUTOR DOMINGOS ARTHUR MACHADO FILHO,Rua Leopoldo Bulhões,Manguinhos,540,A,20911-300,,,"-22.8841931424029","-43.2478771324558",N,S,Creche/Pré-Escola,Integral,N,ANA LUCIA SALVADORA GRISOLIA,3878-0442,33523258,
0410802,DOUTOR ANTÔNIO FERNANDES FIGUEIRA,Avenida dos Democráticos,Manguinhos - Bonsucesso,20,CHP2,21050-144,,,"-22.8828943738708","-43.2529634414436",N,S,Creche/Pré-Escola,Integral,N,CLAUDIA DE CASTRO CERRANO DA SILVA,3887-4595,33160902,ELIANE DE CASTRO SANTOS
0410803,JOAQUIM VENÂNCIO,Rua Hesperia - Manguinhos,Bonsucesso,15,,21050-040,,,"-22.8750204277948","-43.2545569294053",N,S,Creche/Pré-Escola,Integral,N,ELZA PINHEIRO DE OLIVEIRA RIBEIRO,3887-4500,33160910,MARIA APARECIDA MELO COELHO
0410804,SARGENTO JORGE FALEIRO DE SOUZA,Rua Wilson de Lasheras Silva s/nº -,Olaria,,,21073-230,,,"-22.8520459467025","-43.2742096744203",N,N,Creche,Integral,N,JAQUELINE DIAS DE PAULA ROSA,2573-6275,33163979,
0410805,COMPOSITOR NEOCI DIAS DE ANDRADE,Rua Antonio Rego,Olaria,383,,21073-311,,,"-22.8493736910437","-43.2649639728817",N,N,Creche/Pré-Escola,Integral,N,SUELI DE LEMOS MORSCH,3975-9461,33163987,
0410806,PIERRE JANET,Av. N. S. Das Graças,Ramos,699,Frente,21031-610,,,"-22.9035393","-43.2095869",N,N,Pré-Escola,,N,TEREZINHA DE JESUS BOAVENTURA MELLO,3885-2347/3885-2349,33069387,DANIELA JORGE DA SILVA
0410807,PROFESSORA TANIA DA ROCHA CORREA,,,,,,,,"-22.852670","-43.277741",N,N,Creche,,N,LADY GUINEVERE MARTINEZ BARBOSA,,,
0410808,ALMIR LEITE RIBEIRO,,,,,,,,"-22.849190","-43.278881",N,N,Creche,,N,,,,
0411001,MONSENHOR ROCHA,Av. N.S. Da Penha 589,Penha,,,21070-370,4.6,,"-22.8459104856443","-43.282661028375",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola,,N,GLORIA ARADAS BLANCO ALMEIDA,2573-3327/8459-7070,33070725,IZABEL APARECIDA PEREIRA
0411002,BERNARDO DE VASCONCELLOS,Pça. Santa Rosalia 100,Penha,,,21070-440,,3.9,"-22.8451434256071","-43.2836331576089",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,,N,RITA DE CASSIA BRAGA DE SOUZA,2573-4239/8459-6677,33070458,MARTA CARVALHO DE OLIVEIRA GOMES
0411003,SAO VICENTE,Rua Irmã Paula,Penha,2,,21070-360,5.5,,"-22.8441939741184","-43.2820587858422",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Creche/Pré-Escola/Realfabetização 1,,N,SORAIA MONTEIRO CARNEIRO,3885-9487/3885-6320/3885-6320/3885-9487,33070873,VALERIA FERREIRA DE CARVALHO
0411004,LEONOR COELHO PEREIRA,Av. N. S. Da Penha 599,Penha,,,21070-390,5.3,3.8,"-22.8455059199966","-43.2828294480402",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,,N,VERA LUCIA DE SOUZA CALDAS,3885-8471/8909-3108,33070660,
0411005,PRESIDENTE EURICO DUTRA,Rua Santa Engracia S/Nº,Penha,,,21021-080,6.1,5,"-22.838907092481","-43.2678941038098",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/Creche/Pré-Escola,,N,SANDRA LEITE DE MAGALHAES RODRIGUES,3867-5586/2573-4149,33070768,CLAUDIA DE FATIMA AUGUSTO CABRAL
0411006,CONDE DE AGROLONGO,Rua Conde De Agrolongo 1.246,Penha,,,21020-190,4.9,3.8,"-22.8371717441922","-43.2793789801179",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/Aceleração 1/Aceleração 3/Classe Especial/Pré-Escola/Realfabetização 1,,N,JAQUELINE DE ARAUJO DA SILVA,3884-0256/3884-5678/3884-8623,33070512,LUZIA MARA MUNIZ LOPES
0411007,ARIOSTO ESPINHEIRA,Pça. Caí S/Nº,Penha,,,21020-140,6.6,,"-22.8336025382879","-43.2706641114034",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,,2573-5675/2573-8535,33070423,NILCINEA NASCIMENTO DE OLIVEIRA
0411008,PROFESSOR SOUZA CARNEIRO,Rua Califórnia 255,Penha Circular,255,,21020-150,,3.3,"-22.828978768751","-43.2748817071185",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Classe Especial,,N,ELIANE FERREIRA SILVA,3885-9334/3885-9354,33070814,TERESA CRISTINA STAVELE TAVARES
0411009,CIENTISTA MARIO KROEFF,Rua Do Couto 91,Penha,,,21020-410,5.1,3.9,"-22.8384790427186","-43.2747964497464",N,N,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Classe Especial/PROJOVEM/Realfabetização 2,,N,MARCIA CRISTINA GARRIDO SOUZA,3885-9360/3885-9396,33070334,PRISCILA REIS PEREIRA
0411010,BRANT HORTA,Rua Bento Cardoso 130,Penha Circular,,,21215-000,5.8,5.2,"-22.8351823407576","-43.2877820640694",N,N,4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 2A,,N,ELIANA MARIA DE JESUS SANTOS,2573-5536/2573-5758,33070466,ANDREA DE FATIMA MARTIRE
0411011,PROFESSOR AUGUSTO MOTTA,Rua Bento Cardoso 140,Penha Circular,,,21215-100,5.2,,"-22.8350390294135","-43.2880053149668",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,MARILENE DE CARVALHO,2573-9642/2573-5045,33070792,MARIA IGNEZ CECCOPIERI BAPTISTA
0411012,JOAO MARQUES DOS REIS,Pça. Saicã 57,Brás de Pina,,,21215-170,5.1,,"-22.8375381895518","-43.299706664061",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,,N,MARIA LEONILIA SANTOS DE BARROS,3137-8490/3424-0166,33070636,
0411013,FERNANDO TUDE DE SOUZA,Pça. Saicã 9,Brás de Pina,,,21215-170,,5.1,"-22.8376906048249","-43.2999103586046",N,S,6º Ano/7º Ano/8º Ano/9º Ano,,N,TANIA MASELLI SALDANHA LEITE,2482-3596/3137-8407,33070580,ROSANE ROCHA DOS SANTOS
0411014,JOAO DE DEUS,Pça. Almeida Garret S/Nº,Penha Circular,,,21011-490,7.9,,"-22.8294605827815","-43.2817341748038",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,LUCIANA LANDRINO,3885-9448/3885-9481,33070628,PETRONILHA ALICE ALMEIDA MEIRELLES
0411015,SUICA,Pça. Antonio José De Almeida S/Nº,Penha Circular,,,21011-580,5.3,,"-22.8283692175398","-43.2788050721058",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,,N,FATIMA DAS GRACAS LIMA BARROS,3977-1053/3885-9485,33070881,
0411016,EDMUNDO DA LUZ PINTO,Pça. Esplanada S/Nº,Penha Circular,,,21012-010,5.5,,"-22.8250008651424","-43.2784868655671",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,ROSANGELA NAZARE DAS CHAGAS ZUMPANO,3885-9497/3882-1089,33070547,MARCIA BARBOSA DA SILVA
0411017,MINISTRO AFRANIO COSTA,Pça. Esplanada,Penha Circular,s/n,,21012-010,,,"-22.8247547626295","-43.278321907656",N,S,1º Ano/2º Ano/3º Ano/Classe Especial/Creche/Pré-Escola,,N,DEISE DE ABREU OLIVEIRA,3882-8752/3885-9510,33070709,MARIA DA PENHA ALMEIDA LOPES FONTES
0411018,PROFESSOR ARY QUINTELLA,Rua Eng. Moreira Lima 54,Vila Da Penha,,,21210-720,,4.7,"-22.8389268893818","-43.29969498283",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,,N,NADIA PINTO OMARI MATTOS,3424-3613/3252-0014,33070784,DENIZE RICARDO PEREIRA
0411019,PIONEIRAS SOCIAIS Nº 12,Rua Capitão Vicente S/Nº,Penha Circular,,,21211-000,,,"-22.8360529256123","-43.2856877442441",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,MARIA DA GLORIA MACHADO DUARTE,3885-9518/3885-9166,33070750,SIMONE VILA CAMELLO DE OLIVEIRA
0411020,GRECIA,Av. Brás De Pina 1.614,Vila Da Penha,,,21235-600,5.4,4.9,"-22.8373451837509","-43.3121624379959",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Classe Especial/Pré-Escola,,N,MARIA DA GLORIA FERREIRA DA COSTA,2482-3777/3457-1442/3457-1153,33070113,MARCILENE FERREIRA MATHEUS
0411021,MIGUEL ANGELO,Rua Carlos Chamberland 187,Vila Da Penha,,,21210-090,6.1,5.1,"-22.8443419037351","-43.3041597559302",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,,N,ANA PAULA RIOS LIMA,2482-3787/3458-0645,33074593,CRISTIANE SANCHES PEREIRA GUERRA
0411022,MARCILIO DIAS,Rua Emílio de Miranda,Brás de Pina,99,,21250-090,6.7,,"-22.8342305716439","-43.307436241828",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,DEBORA LEIROZ PINTO,2482-3311/2482-9777,33074542,TANIA REGINA DE ARAUJO
0411023,MINISTRO PLINIO CASADO,Rua Pequeri 237,Brás de Pina,237,,21211-000,5.8,,"-22.8343211995275","-43.2934350490735",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,APARECIDA ROSANE DE ASSIS SCHRAMME GONCALVES,2485-4305/3424-3439,33070717,LUZIMAR FUMAUX
0411027,GOETHE,Rua Taborari S/Nº,Brás de Pina,,,21211-240,6.3,,"-22.8253174122621","-43.2864955120856",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,MARIA CECILIA BARROS DA SILVA,3888-0130/2485-1888,33070598,HELENA MARIA LIMA DA SILVA
0411028,SAO PAULO,Rua Tailândia 160,Brás de Pina,,,21011-350,4.9,4.2,"-22.8266521987703","-43.2873239349917",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial/Realfabetização 1,,N,SERGIO ROBERTO HING,2485-1031/2485-5145/2485-3288,33070865,MARIANA GOMES DA SILVA SOBRAL
0411036,F. J. OLIVEIRA VIANA,Av. Schultz Wenck S/Nº,Brás de Pina,,,21012-250,,4.7,"-22.8242287376878","-43.2909965984762",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,,N,LILIANE JONAS BEZERRA GAMA,2485-2872/2485-1668,33070571,DENISE APARECIDA DO COUTO AMICUCCI
0411049,CANTOR COMPOSITOR GONZAGUINHA,Rua Dalva De Oliveira S/Nº,Penha Circular,,,21011-000,5.4,,"-22.8184084009654","-43.2718913793369",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano,,N,JUSSARA SIVIOTTI DE ALCANTARA,3882-6692/3882-5637,33070482,ANA CRISTINA BAEHR
0411202,GREGORIO BEZERRA,Rua Plínio De Oliveira S/Nº,Penha,,,21070-040,4.7,,"-22.8417276893403","-43.2791471939943",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Creche/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,PATRICIA DA SILVA PITTA DE MATTO,3886-8827,33069808,CARMEN LUCIA  BARREIROS PEREIRA
0411502,DEPUTADO CARLOS BRANDÃO MONTEIRO,Rua São Vicente De Paula 625,Penha,,,21070-040,4.7,,"-22.8507572587588","-43.2832242119511",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,,N,ANA PAULA BAPTISTA LIMA,8909-3104/2561-1755,33069816,
0411601,CARLOS DRUMMOND DE ANDRADE,Rua Taperoá- Caracol,Penha,308,,21044-070,,,"-22.8433583230504","-43.2873704925121",N,N,Creche/PIC,Integral,N,CRISTINA SALVADORA FERREIRA,3886-9621,33122822,
0411602,TEMPO DE APRENDER,Rua Fortaleza S/Nº - Morro Da Caixa D'Água,Penha,s/nº,,21210-490,,,"-22.8397263623065","-43.288562302377",N,N,Creche,Integral,N,ANA CRISTINA SILVA DE ALMEIDA,3887-7742,33144672,
0411603,MORRO DA PAZ,Rua Frei Gaspar 351,Praça Do Carmo/Penha,351,,21210-270,,,"-22.8431663155513","-43.2961757899008",N,N,Creche,,N,VERA LUCIA FERREIRA DA SILVA LIMA,3455-0369,33147337,
